Date,Open,High,Low,Close,Adj Close,Volume
2020-12-02,74.470001,75.269997,73.730003,75.139999,73.902718,326900
2020-12-03,75.139999,76.029999,74.599998,75.699997,74.453499,600900
2020-12-04,75.949997,77.400002,75.739998,77.349998,76.076324,668600
2020-12-07,77.070000,77.849998,76.220001,76.730003,75.466537,607600
2020-12-08,76.230003,77.190002,75.800003,76.919998,75.653404,1326900
2020-12-09,76.989998,78.839996,76.699997,78.589996,77.295906,1779700
2020-12-10,77.940002,78.650002,77.269997,78.489998,77.197548,403100
2020-12-11,78.269997,78.669998,77.099998,77.379997,76.105827,827200
2020-12-14,78.320000,79.820000,78.000000,78.370003,77.079536,1458600
2020-12-15,78.860001,79.610001,77.750000,79.550003,78.240105,918700
2020-12-16,79.629997,80.529999,78.830002,79.000000,77.699158,656000
2020-12-17,80.320000,80.320000,77.830002,79.089996,77.787674,548000
2020-12-18,78.750000,79.510002,77.830002,79.290001,78.641640,1912500
2020-12-21,78.019997,79.139999,76.750000,79.089996,78.443268,354400
2020-12-22,79.440002,79.440002,77.750000,78.180000,77.540718,1140600
2020-12-23,78.110001,78.599998,77.750000,78.139999,77.501038,508300
2020-12-24,78.230003,78.230003,77.570000,77.849998,77.213409,163800
2020-12-29,77.660004,78.669998,76.959999,77.889999,77.253082,612400
2020-12-30,77.900002,79.070000,77.690002,78.919998,78.274658,255600
